GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALUCE001,ALUCE002,ALUCE003,ALUCE004,ALUCE005,ALUCE006,ALUCE007,ALUCE008,ALUCE009,ALUCE010,ALWVE001,ALWVE002,ALWVE003,ALWVE004,ALWVE005,ALWVE006,ALWVE007,ALWVE008,ALW1E001,AL0NE001,AL0NE002,AL0NE003,AL0NE004,AL0NE005,AL0NE006,AL0NE007,AL0NE008,AL0NE009,AL0NE010,AL0NE011,AL0NE012,AL0NE013,AL0NE014,AL0NE015
"G31014109652981","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965298","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419652981","Block Group 1, Census Tract 9652.98, Platte County, Nebraska",,,610,610,0,0,0,0,0,0,0,0,609,9,25,13,38,7,4,513,64583,247,213,1,28,74,49,37,24,34,0,0,16,18,0,0
"G31014109652982","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965298","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419652982","Block Group 2, Census Tract 9652.98, Platte County, Nebraska",,,774,748,5,0,4,0,0,17,0,17,774,8,29,37,8,100,7,585,74583,272,237,0,44,85,49,50,9,35,0,17,11,7,0,0
"G31014109652983","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965298","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419652983","Block Group 3, Census Tract 9652.98, Platte County, Nebraska",,,1257,1221,7,0,19,0,2,8,0,8,1255,2,118,48,67,68,37,915,60368,477,392,17,68,136,92,54,25,85,0,2,35,40,8,0
"G31014109652984","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965298","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419652984","Block Group 4, Census Tract 9652.98, Platte County, Nebraska",,,768,727,0,0,41,0,0,0,0,0,768,37,0,0,0,59,0,672,71125,307,307,0,12,90,119,38,48,0,0,0,0,0,0,0
"G31014109653001","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419653001","Block Group 1, Census Tract 9653, Platte County, Nebraska",,,985,953,0,0,16,0,7,9,9,0,863,9,0,0,10,27,0,817,97917,352,352,0,19,136,146,35,16,0,0,0,0,0,0,0
"G31014109653002","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419653002","Block Group 2, Census Tract 9653, Platte County, Nebraska",,,1624,1448,0,0,0,0,176,0,0,0,1619,10,11,231,59,97,57,1154,61490,586,423,0,66,268,42,47,0,163,10,80,73,0,0,0
"G31014109653003","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419653003","Block Group 3, Census Tract 9653, Platte County, Nebraska",,,1232,1137,0,0,0,0,0,95,35,60,1232,114,306,79,190,128,60,355,29531,699,68,0,0,37,31,0,0,631,172,240,185,0,34,0
"G31014109653004","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419653004","Block Group 4, Census Tract 9653, Platte County, Nebraska",,,2142,1981,6,0,81,0,74,0,0,0,2037,17,42,17,41,66,0,1854,69296,1091,775,0,197,373,134,44,27,316,119,197,0,0,0,0
"G31014109653005","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965300","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419653005","Block Group 5, Census Tract 9653, Platte County, Nebraska",,,2032,2032,0,0,0,0,0,0,0,0,2032,0,128,163,21,157,0,1563,64760,715,541,15,117,209,163,37,0,174,52,42,61,0,19,0
"G31014109654001","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419654001","Block Group 1, Census Tract 9654, Platte County, Nebraska",,,2010,1843,49,0,0,0,71,47,0,47,2010,28,310,158,202,169,119,1024,61607,691,530,23,95,302,76,9,25,161,13,66,64,11,0,7
"G31014109654002","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419654002","Block Group 2, Census Tract 9654, Platte County, Nebraska",,,1634,1504,9,67,0,0,0,54,0,54,1625,8,11,15,10,95,6,1480,76765,692,573,0,140,244,166,23,0,119,0,108,11,0,0,0
"G31014109654003","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419654003","Block Group 3, Census Tract 9654, Platte County, Nebraska",,,1345,1314,0,0,13,0,0,18,0,18,1345,16,154,10,0,303,0,862,71806,354,308,0,17,178,74,19,20,46,0,10,11,25,0,0
"G31014109655001","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419655001","Block Group 1, Census Tract 9655, Platte County, Nebraska",,,1221,1145,0,0,0,0,76,0,0,0,1221,18,31,22,90,15,1,1044,81146,449,276,0,0,82,80,114,0,173,12,42,64,55,0,0
"G31014109655002","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419655002","Block Group 2, Census Tract 9655, Platte County, Nebraska",,,771,717,46,0,0,0,8,0,0,0,656,0,0,0,0,9,0,647,,272,243,0,76,94,47,26,0,29,0,29,0,0,0,0
"G31014109655003","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419655003","Block Group 3, Census Tract 9655, Platte County, Nebraska",,,450,450,0,0,0,0,0,0,0,0,406,0,6,0,36,0,0,364,52950,235,152,0,44,108,0,0,0,83,0,44,39,0,0,0
"G31014109655004","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419655004","Block Group 4, Census Tract 9655, Platte County, Nebraska",,,799,731,0,68,0,0,0,0,0,0,799,0,207,78,0,37,6,471,52744,284,152,0,0,86,47,19,0,132,0,56,31,45,0,0
"G31014109655005","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965500","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419655005","Block Group 5, Census Tract 9655, Platte County, Nebraska",,,1903,1874,0,0,0,0,0,29,29,0,1881,11,26,0,0,358,51,1435,79205,653,653,0,80,427,133,13,0,0,0,0,0,0,0,0
"G31014109656001","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419656001","Block Group 1, Census Tract 9656, Platte County, Nebraska",,,1073,1028,0,13,0,0,19,13,0,13,1073,32,87,41,89,86,16,722,65200,442,310,14,104,104,54,34,0,132,7,23,51,44,7,0
"G31014109656002","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419656002","Block Group 2, Census Tract 9656, Platte County, Nebraska",,,1410,1350,12,0,0,0,27,21,9,12,1386,38,97,292,38,49,25,847,42743,547,238,10,81,54,51,42,0,309,61,138,66,26,18,0
"G31014109656003","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419656003","Block Group 3, Census Tract 9656, Platte County, Nebraska",,,1212,1069,15,0,31,0,86,11,0,11,1212,32,214,0,39,111,13,803,46250,436,276,8,58,77,43,33,57,160,0,90,17,53,0,0
"G31014109656004","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419656004","Block Group 4, Census Tract 9656, Platte County, Nebraska",,,704,682,22,0,0,0,0,0,0,0,704,34,29,0,0,197,0,444,61458,251,153,0,23,84,12,21,13,98,27,44,27,0,0,0
"G31014109657001","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419657001","Block Group 1, Census Tract 9657, Platte County, Nebraska",,,688,688,0,0,0,0,0,0,0,0,688,14,0,25,0,31,0,618,78250,289,272,35,43,117,77,0,0,17,0,0,17,0,0,0
"G31014109657002","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419657002","Block Group 2, Census Tract 9657, Platte County, Nebraska",,,1219,1050,0,0,23,0,146,0,0,0,1219,6,133,31,23,66,43,917,64375,473,328,11,86,177,44,10,0,145,0,45,48,52,0,0
"G31014109657003","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419657003","Block Group 3, Census Tract 9657, Platte County, Nebraska",,,783,748,0,0,0,0,35,0,0,0,783,8,0,87,171,80,0,437,55066,399,280,8,80,182,10,0,0,119,18,69,0,0,32,0
"G31014109657004","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965700","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419657004","Block Group 4, Census Tract 9657, Platte County, Nebraska",,,692,673,0,0,0,0,0,19,19,0,692,64,143,16,8,9,101,351,39000,248,126,0,25,53,48,0,0,122,0,28,76,6,12,0
"G31014309600001","2015-2019","NE",,,"Nebraska","31","Polk County","143",,,"960000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311439600001","Block Group 1, Census Tract 9600, Polk County, Nebraska",,,883,883,0,0,0,0,0,0,0,0,883,0,0,14,0,56,9,804,70357,374,339,4,51,102,103,58,21,35,0,9,3,19,4,0
"G31014309600002","2015-2019","NE",,,"Nebraska","31","Polk County","143",,,"960000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311439600002","Block Group 2, Census Tract 9600, Polk County, Nebraska",,,1122,1063,0,9,0,0,0,50,0,50,1078,68,24,111,31,35,59,750,60921,452,376,0,79,168,73,41,15,76,12,36,13,2,13,0
"G31014309601001","2015-2019","NE",,,"Nebraska","31","Polk County","143",,,"960100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311439601001","Block Group 1, Census Tract 9601, Polk County, Nebraska",,,1282,1257,2,2,0,0,3,18,0,18,1275,127,42,80,24,124,35,843,76023,469,379,13,43,134,135,33,21,90,7,22,28,19,14,0
"G31014309601002","2015-2019","NE",,,"Nebraska","31","Polk County","143",,,"960100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311439601002","Block Group 2, Census Tract 9601, Polk County, Nebraska",,,718,670,2,0,0,0,46,0,0,0,715,15,56,84,17,63,8,472,63250,279,217,8,33,64,59,28,25,62,7,13,30,5,7,0
"G31014309601003","2015-2019","NE",,,"Nebraska","31","Polk County","143",,,"960100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311439601003","Block Group 3, Census Tract 9601, Polk County, Nebraska",,,1220,1211,5,2,0,0,0,2,0,2,1182,39,22,40,10,37,66,968,63333,478,394,14,75,146,90,49,20,84,15,54,10,5,0,0
"G31014509631001","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459631001","Block Group 1, Census Tract 9631, Red Willow County, Nebraska",,,981,981,0,0,0,0,0,0,0,0,981,13,40,9,99,128,0,692,59167,428,307,9,0,176,75,42,5,121,0,77,6,6,17,15
"G31014509631002","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459631002","Block Group 2, Census Tract 9631, Red Willow County, Nebraska",,,1243,1229,0,0,0,0,4,10,0,10,1243,61,258,47,22,47,13,795,46094,492,409,5,41,186,85,41,51,83,0,48,23,10,2,0
"G31014509631003","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459631003","Block Group 3, Census Tract 9631, Red Willow County, Nebraska",,,513,453,0,1,0,0,57,2,0,2,513,83,14,18,6,63,2,327,44907,202,163,14,31,37,45,13,23,39,2,7,9,16,3,2
"G31014509632001","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459632001","Block Group 1, Census Tract 9632, Red Willow County, Nebraska",,,862,862,0,0,0,0,0,0,0,0,862,0,65,17,29,25,44,682,52321,422,343,18,44,141,140,0,0,79,8,71,0,0,0,0
"G31014509632002","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459632002","Block Group 2, Census Tract 9632, Red Willow County, Nebraska",,,1023,984,31,0,0,0,8,0,0,0,857,49,56,0,0,11,20,721,52167,412,315,0,144,93,60,18,0,97,0,47,28,22,0,0
"G31014509632003","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459632003","Block Group 3, Census Tract 9632, Red Willow County, Nebraska",,,1546,1546,0,0,0,0,0,0,0,0,1456,42,85,363,0,92,1,873,41250,642,420,24,79,224,34,32,27,222,108,35,62,0,0,17
"G31014509632004","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459632004","Block Group 4, Census Tract 9632, Red Willow County, Nebraska",,,742,527,0,0,0,0,0,215,0,215,742,0,13,0,15,196,0,518,70111,258,212,0,62,105,45,0,0,46,0,16,30,0,0,0
"G31014509632005","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963200","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459632005","Block Group 5, Census Tract 9632, Red Willow County, Nebraska",,,674,632,32,0,0,0,10,0,0,0,530,16,0,79,0,0,15,420,59142,239,239,0,53,135,0,51,0,0,0,0,0,0,0,0
"G31014509633001","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459633001","Block Group 1, Census Tract 9633, Red Willow County, Nebraska",,,556,542,0,0,0,0,0,14,0,14,556,24,24,10,56,35,0,407,35750,282,162,7,13,94,40,0,8,120,10,99,11,0,0,0
"G31014509633002","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459633002","Block Group 2, Census Tract 9633, Red Willow County, Nebraska",,,891,857,3,17,1,0,0,13,13,0,884,34,41,32,59,129,15,574,36087,402,262,0,24,37,125,47,29,140,9,63,0,26,0,42
"G31014509633003","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459633003","Block Group 3, Census Tract 9633, Red Willow County, Nebraska",,,573,550,0,6,7,0,0,10,0,10,556,37,85,51,24,77,26,256,31694,300,170,18,53,39,51,9,0,130,6,27,84,13,0,0
"G31014509633004","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,"963300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311459633004","Block Group 4, Census Tract 9633, Red Willow County, Nebraska",,,1164,1142,0,13,0,0,0,9,0,9,1164,65,110,191,55,87,60,596,41607,440,294,0,68,103,95,28,0,146,12,110,21,3,0,0
"G31014709645001","2015-2019","NE",,,"Nebraska","31","Richardson County","147",,,"964500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311479645001","Block Group 1, Census Tract 9645, Richardson County, Nebraska",,,839,820,0,6,0,0,0,13,0,13,839,11,29,76,37,79,29,578,49545,382,331,5,61,104,121,36,4,51,3,13,22,11,2,0
"G31014709645002","2015-2019","NE",,,"Nebraska","31","Richardson County","147",,,"964500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311479645002","Block Group 2, Census Tract 9645, Richardson County, Nebraska",,,916,846,2,24,6,0,3,35,0,35,916,35,12,25,3,111,33,697,72778,446,323,2,44,106,93,68,10,123,2,63,58,0,0,0
"G31014709685001","2015-2019","NE",,,"Nebraska","31","Richardson County","147",,,"968500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311479685001","Block Group 1, Census Tract 9685, Richardson County, Nebraska",,,723,715,0,3,0,0,0,5,0,5,714,32,62,20,15,31,8,546,70341,359,307,0,50,69,132,50,6,52,0,34,13,3,2,0
"G31014709685002","2015-2019","NE",,,"Nebraska","31","Richardson County","147",,,"968500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311479685002","Block Group 2, Census Tract 9685, Richardson County, Nebraska",,,1239,1218,0,15,0,0,0,6,0,6,1194,69,91,49,57,74,57,797,48782,524,376,5,95,168,73,29,6,148,29,40,68,11,0,0
"G31014709686001","2015-2019","NE",,,"Nebraska","31","Richardson County","147",,,"968600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311479686001","Block Group 1, Census Tract 9686, Richardson County, Nebraska",,,1330,1228,13,89,0,0,0,0,0,0,1274,31,144,62,101,77,13,846,46550,623,441,0,143,230,58,10,0,182,23,116,27,16,0,0
"G31014709686002","2015-2019","NE",,,"Nebraska","31","Richardson County","147",,,"968600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311479686002","Block Group 2, Census Tract 9686, Richardson County, Nebraska",,,694,651,0,25,0,0,0,18,0,18,694,80,0,76,67,57,31,383,41310,386,339,13,90,134,36,47,19,47,0,27,3,17,0,0
"G31014709686003","2015-2019","NE",,,"Nebraska","31","Richardson County","147",,,"968600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311479686003","Block Group 3, Census Tract 9686, Richardson County, Nebraska",,,2220,1984,1,72,0,0,0,163,0,163,2165,284,74,39,207,229,50,1282,43143,984,694,10,184,295,161,44,0,290,16,199,75,0,0,0
"G31014909746001","2015-2019","NE",,,"Nebraska","31","Rock County","149",,,"974600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311499746001","Block Group 1, Census Tract 9746, Rock County, Nebraska",,,513,507,6,0,0,0,0,0,0,0,472,7,33,3,42,40,15,332,45313,221,166,1,43,50,46,8,18,55,0,14,21,15,0,5
"G31014909746002","2015-2019","NE",,,"Nebraska","31","Rock County","149",,,"974600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311499746002","Block Group 2, Census Tract 9746, Rock County, Nebraska",,,901,864,15,11,0,0,11,0,0,0,866,19,12,31,24,41,8,731,68500,402,331,9,65,135,80,33,9,71,2,31,33,5,0,0
"G31015109606001","2015-2019","NE",,,"Nebraska","31","Saline County","151",,,"960600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311519606001","Block Group 1, Census Tract 9606, Saline County, Nebraska",,,1616,1546,0,6,0,0,54,10,10,0,1616,78,287,25,577,95,53,501,41860,544,373,0,50,200,92,18,13,171,0,62,21,68,20,0
"G31015109606002","2015-2019","NE",,,"Nebraska","31","Saline County","151",,,"960600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311519606002","Block Group 2, Census Tract 9606, Saline County, Nebraska",,,2501,2270,43,0,67,0,121,0,0,0,2404,550,144,473,70,11,0,1156,45469,926,538,0,83,282,98,75,0,388,13,240,99,36,0,0
"G31015109606003","2015-2019","NE",,,"Nebraska","31","Saline County","151",,,"960600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311519606003","Block Group 3, Census Tract 9606, Saline County, Nebraska",,,970,950,0,9,0,0,4,7,0,7,909,0,192,29,75,11,0,602,62584,445,242,0,9,160,7,52,14,203,0,113,22,68,0,0
"G31015109606004","2015-2019","NE",,,"Nebraska","31","Saline County","151",,,"960600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311519606004","Block Group 4, Census Tract 9606, Saline County, Nebraska",,,2600,1711,186,10,116,0,297,280,48,232,1940,20,366,0,223,94,0,1237,63382,642,479,22,14,217,129,97,0,163,0,142,9,6,6,0
"G31015109607001","2015-2019","NE",,,"Nebraska","31","Saline County","151",,,"960700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311519607001","Block Group 1, Census Tract 9607, Saline County, Nebraska",,,965,965,0,0,0,0,0,0,0,0,965,12,9,84,57,56,5,742,67813,371,295,0,47,115,60,57,16,76,0,41,25,10,0,0
"G31015109607002","2015-2019","NE",,,"Nebraska","31","Saline County","151",,,"960700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311519607002","Block Group 2, Census Tract 9607, Saline County, Nebraska",,,1228,1047,106,10,15,0,3,47,16,31,1134,50,31,14,25,194,20,800,61354,441,356,18,61,155,74,39,9,85,12,37,6,26,4,0
"G31015109608001","2015-2019","NE",,,"Nebraska","31","Saline County","151",,,"960800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311519608001","Block Group 1, Census Tract 9608, Saline County, Nebraska",,,778,757,18,0,0,0,0,3,0,3,778,8,44,115,32,9,6,564,63672,319,261,3,36,92,62,50,18,58,4,22,9,15,3,5
"G31015109608002","2015-2019","NE",,,"Nebraska","31","Saline County","151",,,"960800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311519608002","Block Group 2, Census Tract 9608, Saline County, Nebraska",,,630,612,0,0,9,0,2,7,1,6,630,25,37,32,49,43,27,417,53636,330,286,4,45,80,104,35,18,44,0,7,6,15,8,8
"G31015109609001","2015-2019","NE",,,"Nebraska","31","Saline County","151",,,"960900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311519609001","Block Group 1, Census Tract 9609, Saline County, Nebraska",,,1271,1154,0,0,63,0,42,12,0,12,1223,30,46,7,37,42,25,1036,68482,443,344,0,50,144,119,17,14,99,0,49,14,36,0,0
"G31015109609002","2015-2019","NE",,,"Nebraska","31","Saline County","151",,,"960900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311519609002","Block Group 2, Census Tract 9609, Saline County, Nebraska",,,1711,1662,1,0,11,0,0,37,8,29,1693,48,53,119,42,101,180,1150,52097,696,467,3,62,203,115,57,27,229,10,93,74,43,9,0
"G31015300101031","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010103","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101031","Block Group 1, Census Tract 101.03, Sarpy County, Nebraska",,,1221,1125,52,10,0,0,12,22,0,22,1221,32,13,0,61,59,22,1034,86548,532,359,0,47,204,61,16,31,173,0,72,54,35,12,0
"G31015300101032","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010103","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101032","Block Group 2, Census Tract 101.03, Sarpy County, Nebraska",,,1135,993,74,0,25,0,0,43,0,43,1135,0,13,19,0,10,0,1093,81488,505,283,0,52,173,23,35,0,222,0,148,74,0,0,0
"G31015300101033","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010103","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101033","Block Group 3, Census Tract 101.03, Sarpy County, Nebraska",,,772,582,123,0,56,0,0,11,11,0,772,36,12,33,0,40,77,574,53909,375,180,0,61,63,47,9,0,195,7,104,70,14,0,0
"G31015300101034","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010103","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101034","Block Group 4, Census Tract 101.03, Sarpy County, Nebraska",,,1445,1281,65,0,68,0,0,31,0,31,1445,31,41,9,9,90,49,1216,84531,495,411,0,37,233,116,25,0,84,0,64,9,11,0,0
"G31015300101041","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010104","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101041","Block Group 1, Census Tract 101.04, Sarpy County, Nebraska",,,646,480,39,0,14,0,11,102,6,96,632,19,4,48,9,25,0,527,59286,266,244,0,62,81,53,0,48,22,0,7,10,5,0,0
"G31015300101042","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010104","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101042","Block Group 2, Census Tract 101.04, Sarpy County, Nebraska",,,1246,1038,41,0,15,0,74,78,0,78,1246,67,65,6,47,26,48,987,73864,422,293,17,71,128,33,25,19,129,4,92,25,8,0,0
"G31015300101051","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101051","Block Group 1, Census Tract 101.05, Sarpy County, Nebraska",,,1161,1101,25,0,20,0,0,15,0,15,1153,6,0,0,28,29,0,1090,97554,445,282,0,36,93,112,33,8,163,0,71,92,0,0,0
"G31015300101052","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101052","Block Group 2, Census Tract 101.05, Sarpy County, Nebraska",,,861,613,94,0,43,0,98,13,0,13,850,98,33,50,0,24,30,615,72731,343,258,16,70,102,48,22,0,85,0,50,35,0,0,0
"G31015300101053","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010105","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101053","Block Group 3, Census Tract 101.05, Sarpy County, Nebraska",,,910,741,62,8,50,0,12,37,0,37,910,82,36,44,106,146,78,418,40500,398,112,7,30,46,6,0,23,286,20,194,51,21,0,0
"G31015300101061","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010106","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101061","Block Group 1, Census Tract 101.06, Sarpy County, Nebraska",,,1069,925,41,0,10,0,35,58,0,58,1069,0,7,35,103,40,30,854,66493,438,257,0,31,161,34,31,0,181,16,85,64,10,0,6
"G31015300101062","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010106","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101062","Block Group 2, Census Tract 101.06, Sarpy County, Nebraska",,,706,686,0,11,6,0,0,3,0,3,706,37,17,106,40,31,0,475,,318,226,6,87,101,22,0,10,92,15,77,0,0,0,0
"G31015300101063","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010106","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101063","Block Group 3, Census Tract 101.06, Sarpy County, Nebraska",,,1303,999,87,0,41,11,0,165,0,165,1303,171,236,83,21,222,17,553,39219,534,199,0,50,109,11,29,0,335,56,170,89,20,0,0
"G31015300101064","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,"010106","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311530101064","Block Group 4, Census Tract 101.06, Sarpy County, Nebraska",,,505,456,0,0,18,0,0,31,0,31,505,16,33,0,23,121,0,312,50417,226,128,8,7,67,31,0,15,98,31,55,12,0,0,0
